Date,neighbourhood,count
2015-06-18,Schuylerville/Edgewater Park,32
2015-06-18,Seaport,354
2015-06-18,Sheepshead Bay,47
2015-06-18,SoHo,1576
2015-06-18,Soundview/Bruckner,22
2015-06-18,Soundview/Castle Hill,36
2015-06-18,South Beach/Dongan Hills,7
2015-06-18,South Jamaica,27
2015-06-18,South Ozone Park,82
2015-06-18,South Williamsburg,67
2015-06-18,Springfield Gardens North,19
2015-06-18,Springfield Gardens South,24
2015-06-18,Spuyten Duyvil/Kingsbridge,121
2015-06-18,Stapleton,3
2015-06-18,Starrett City,13
2015-06-18,Steinway,265
2015-06-18,Stuy Town/Peter Cooper Village,454
2015-06-18,Stuyvesant Heights,354
2015-06-18,Sunnyside,371
2015-06-18,Sunset Park East,75
2015-06-18,Sunset Park West,216
2015-06-18,Sutton Place/Turtle Bay North,1169
2015-06-18,Times Sq/Theatre District,2845
2015-06-18,TriBeCa/Civic Center,3010
2015-06-18,Two Bridges/Seward Park,488
2015-06-18,UN/Turtle Bay South,1101
2015-06-18,Union Sq,3244
2015-06-18,University Heights/Morris Heights,45
2015-06-18,Unknown,46
2015-06-18,Upper East Side North,1468
2015-06-18,Upper East Side South,1949
2015-06-18,Upper West Side North,916
2015-06-18,Upper West Side South,1332
2015-06-18,Van Cortlandt Park,6
2015-06-18,Van Cortlandt Village,33
2015-06-18,Van Nest/Morris Park,65
2015-06-18,Washington Heights North,232
2015-06-18,Washington Heights South,319
2015-06-18,West Brighton,3
2015-06-18,West Chelsea/Hudson Yards,2791
2015-06-18,West Concourse,161
2015-06-18,West Farms/Bronx River,23
2015-06-18,West Village,1966
2015-06-18,Westchester Village/Unionport,37
2015-06-18,Westerleigh,7
2015-06-18,Whitestone,32
2015-06-18,Williamsbridge/Olinville,36
2015-06-18,Williamsburg (North Side),1131
2015-06-18,Williamsburg (South Side),816
2015-06-18,Windsor Terrace,155
2015-06-18,Woodhaven,58
2015-06-18,Woodlawn/Wakefield,29
2015-06-18,Woodside,131
2015-06-18,World Trade Center,554
2015-06-18,Yorkville East,725
2015-06-18,Yorkville West,864
2015-06-19,Allerton/Pelham Gardens,46
2015-06-19,Alphabet City,718
2015-06-19,Arrochar/Fort Wadsworth,11
2015-06-19,Astoria,681
2015-06-19,Astoria Park,6
2015-06-19,Auburndale,19
2015-06-19,Baisley Park,83
2015-06-19,Bath Beach,30
2015-06-19,Battery Park,31
2015-06-19,Battery Park City,1199
2015-06-19,Bay Ridge,270
2015-06-19,Bay Terrace/Fort Totten,24
2015-06-19,Bayside,76
2015-06-19,Bedford,597
2015-06-19,Bedford Park,69
2015-06-19,Bellerose,33
2015-06-19,Belmont,61
2015-06-19,Bensonhurst East,58
2015-06-19,Bensonhurst West,78
2015-06-19,Bloomfield/Emerson Hill,5
2015-06-19,Bloomingdale,156
2015-06-19,Boerum Hill,519
2015-06-19,Borough Park,123
2015-06-19,Breezy Point/Fort Tilden/Riis Beach,1
2015-06-19,Briarwood/Jamaica Hills,91
2015-06-19,Brighton Beach,40
2015-06-19,Bronx Park,21
2015-06-19,Bronxdale,28
2015-06-19,Brooklyn Heights,565
2015-06-19,Brooklyn Navy Yard,90
2015-06-19,Brownsville,94
2015-06-19,Bushwick North,533
2015-06-19,Bushwick South,714
2015-06-19,Cambria Heights,40
2015-06-19,Canarsie,153
2015-06-19,Carroll Gardens,284
2015-06-19,Central Harlem,438
2015-06-19,Central Harlem North,455
2015-06-19,Central Park,360
2015-06-19,Chinatown,345
2015-06-19,City Island,3
2015-06-19,Claremont/Bathgate,27
2015-06-19,Clinton East,2044
2015-06-19,Clinton Hill,669
2015-06-19,Clinton West,1205
2015-06-19,Co-Op City,31
2015-06-19,Cobble Hill,181
2015-06-19,College Point,24
2015-06-19,Columbia Street,92
2015-06-19,Coney Island,54
2015-06-19,Corona,7
2015-06-19,Corona,76
2015-06-19,Country Club,7
2015-06-19,Crotona Park,2
2015-06-19,Crotona Park East,18
2015-06-19,Crown Heights North,850
2015-06-19,Crown Heights South,202
2015-06-19,Cypress Hills,46
2015-06-19,Douglaston,31
2015-06-19,Downtown Brooklyn/MetroTech,415
2015-06-19,DUMBO/Vinegar Hill,387
2015-06-19,Dyker Heights,91
2015-06-19,East Chelsea,2196
2015-06-19,East Concourse/Concourse Village,67
2015-06-19,East Elmhurst,98
2015-06-19,East Flatbush/Farragut,106
2015-06-19,East Flatbush/Remsen Village,110
2015-06-19,East Flushing,28
2015-06-19,East Harlem North,390
2015-06-19,East Harlem South,363
2015-06-19,East New York,146
2015-06-19,East New York/Pennsylvania Avenue,50
2015-06-19,East Tremont,52
2015-06-19,East Village,2764
2015-06-19,East Williamsburg,803
2015-06-19,Eastchester,31
2015-06-19,Elmhurst,175
2015-06-19,Elmhurst/Maspeth,64
2015-06-19,Eltingville/Annadale/Prince's Bay,1
2015-06-19,Erasmus,68
2015-06-19,Far Rockaway,4
2015-06-19,Financial District North,1169
2015-06-19,Financial District South,462
2015-06-19,Flatbush/Ditmas Park,337
2015-06-19,Flatiron,1554
2015-06-19,Flatlands,122
2015-06-19,Flushing,133
2015-06-19,Flushing Meadows-Corona Park,24
2015-06-19,Fordham South,18
2015-06-19,Forest Hills,502
2015-06-19,Forest Park/Highland Park,4
2015-06-19,Fort Greene,569
2015-06-19,Fresh Meadows,35
2015-06-19,Garment District,1056
2015-06-19,Glen Oaks,13
2015-06-19,Glendale,80
2015-06-19,Gowanus,226
2015-06-19,Gramercy,1878
2015-06-19,Gravesend,38
2015-06-19,Great Kills,2
2015-06-19,Green-Wood Cemetery,2
2015-06-19,Greenpoint,1013
2015-06-19,Greenwich Village North,1575
2015-06-19,Greenwich Village South,1281
2015-06-19,Grymes Hill/Clifton,6
2015-06-19,Hamilton Heights,242
2015-06-19,Hammels/Arverne,9
2015-06-19,Heartland Village/Todt Hill,13
2015-06-19,Highbridge,67
2015-06-19,Highbridge Park,3
2015-06-19,Hillcrest/Pomonok,63
2015-06-19,Hollis,18
2015-06-19,Homecrest,103
2015-06-19,Howard Beach,37
2015-06-19,Hudson Sq,801
2015-06-19,Hunts Point,34
2015-06-19,Inwood,119
2015-06-19,Inwood Hill Park,9
2015-06-19,Jackson Heights,294
2015-06-19,Jamaica,114
2015-06-19,Jamaica Estates,56
2015-06-19,JFK Airport,1872
2015-06-19,Kensington,98
2015-06-19,Kew Gardens,97
2015-06-19,Kew Gardens Hills,69
2015-06-19,Kingsbridge Heights,29
2015-06-19,Kips Bay,1060
2015-06-19,LaGuardia Airport,2082
2015-06-19,Laurelton,31
2015-06-19,Lenox Hill East,944
2015-06-19,Lenox Hill West,1386
2015-06-19,Lincoln Square East,1283
2015-06-19,Lincoln Square West,806
2015-06-19,Little Italy/NoLiTa,1751
2015-06-19,Long Island City/Hunters Point,603
2015-06-19,Long Island City/Queens Plaza,157
2015-06-19,Longwood,25
2015-06-19,Lower East Side,1634
2015-06-19,Madison,57
2015-06-19,Manhattan Beach,31
2015-06-19,Manhattan Valley,403
2015-06-19,Manhattanville,115
2015-06-19,Marble Hill,17
2015-06-19,Marine Park/Floyd Bennett Field,5
2015-06-19,Marine Park/Mill Basin,83
2015-06-19,Mariners Harbor,2
2015-06-19,Maspeth,112
2015-06-19,Meatpacking/West Village West,1906
2015-06-19,Melrose South,56
2015-06-19,Middle Village,87
2015-06-19,Midtown Center,2946
2015-06-19,Midtown East,1863
2015-06-19,Midtown North,1895
2015-06-19,Midtown South,1933
2015-06-19,Midwood,116
2015-06-19,Morningside Heights,327
2015-06-19,Morrisania/Melrose,47
2015-06-19,Mott Haven/Port Morris,102
2015-06-19,Mount Hope,49
2015-06-19,Murray Hill,2149
2015-06-19,Murray Hill-Queens,60
2015-06-19,New Dorp/Midland Beach,3
2015-06-19,Newark Airport,1
2015-06-19,North Corona,35
2015-06-19,Norwood,62
2015-06-19,Oakland Gardens,30
2015-06-19,Oakwood,3
2015-06-19,Ocean Hill,101
2015-06-19,Ocean Parkway South,43
2015-06-19,Old Astoria,203
2015-06-19,Ozone Park,50
2015-06-19,Park Slope,1211
2015-06-19,Parkchester,41
2015-06-19,Pelham Bay,24
2015-06-19,Pelham Bay Park,11
2015-06-19,Pelham Parkway,47
2015-06-19,Penn Station/Madison Sq West,1428
2015-06-19,Port Richmond,2
2015-06-19,Prospect Heights,393
2015-06-19,Prospect Park,80
2015-06-19,Prospect-Lefferts Gardens,327
2015-06-19,Queens Village,56
2015-06-19,Queensboro Hill,63
2015-06-19,Queensbridge/Ravenswood,45
2015-06-19,Randalls Island,15
2015-06-19,Red Hook,162
2015-06-19,Rego Park,84
2015-06-19,Richmond Hill,106
2015-06-19,Ridgewood,199
2015-06-19,Riverdale/North Riverdale/Fieldston,90
2015-06-19,Rockaway Park,6
2015-06-19,Roosevelt Island,18
2015-06-19,Rosedale,48
2015-06-19,Saint Albans,50
2015-06-19,Saint George/New Brighton,3
2015-06-19,Schuylerville/Edgewater Park,37
2015-06-19,Seaport,385
2015-06-19,Sheepshead Bay,58
2015-06-19,SoHo,1579
2015-06-19,Soundview/Bruckner,28
2015-06-19,Soundview/Castle Hill,33
2015-06-19,South Beach/Dongan Hills,8
2015-06-19,South Jamaica,37
2015-06-19,South Ozone Park,99
2015-06-19,South Williamsburg,64
2015-06-19,Springfield Gardens North,33
2015-06-19,Springfield Gardens South,44
2015-06-19,Spuyten Duyvil/Kingsbridge,133
2015-06-19,Stapleton,6
2015-06-19,Starrett City,19
2015-06-19,Steinway,348
2015-06-19,Stuy Town/Peter Cooper Village,593
2015-06-19,Stuyvesant Heights,432
2015-06-19,Sunnyside,421
2015-06-19,Sunset Park East,61
2015-06-19,Sunset Park West,261
2015-06-19,Sutton Place/Turtle Bay North,1250
2015-06-19,Times Sq/Theatre District,2183
2015-06-19,TriBeCa/Civic Center,2661
2015-06-19,Two Bridges/Seward Park,598
2015-06-19,UN/Turtle Bay South,1162
2015-06-19,Union Sq,2859
2015-06-19,University Heights/Morris Heights,65
2015-06-19,Unknown,57
2015-06-19,Upper East Side North,1247
2015-06-19,Upper East Side South,1727
2015-06-19,Upper West Side North,873
2015-06-19,Upper West Side South,1225
2015-06-19,Van Cortlandt Park,17
2015-06-19,Van Cortlandt Village,66
2015-06-19,Van Nest/Morris Park,59
2015-06-19,Washington Heights North,260
2015-06-19,Washington Heights South,381
2015-06-19,West Brighton,4
2015-06-19,West Chelsea/Hudson Yards,2109
2015-06-19,West Concourse,192
2015-06-19,West Farms/Bronx River,32
2015-06-19,West Village,2139
2015-06-19,Westchester Village/Unionport,35
2015-06-19,Westerleigh,4
2015-06-19,Whitestone,38
2015-06-19,Willets Point,2
2015-06-19,Williamsbridge/Olinville,46
2015-06-19,Williamsburg (North Side),1440
2015-06-19,Williamsburg (South Side),1012
2015-06-19,Windsor Terrace,176
2015-06-19,Woodhaven,88
2015-06-19,Woodlawn/Wakefield,29
2015-06-19,Woodside,151
2015-06-19,World Trade Center,580
2015-06-19,Yorkville East,758
2015-06-19,Yorkville West,967
2015-06-20,Allerton/Pelham Gardens,42
2015-06-20,Alphabet City,837
2015-06-20,Arden Heights,1
2015-06-20,Arrochar/Fort Wadsworth,3
2015-06-20,Astoria,947
2015-06-20,Astoria Park,5
2015-06-20,Auburndale,31
2015-06-20,Baisley Park,70
2015-06-20,Bath Beach,39
2015-06-20,Battery Park,30
2015-06-20,Battery Park City,937
2015-06-20,Bay Ridge,351
2015-06-20,Bay Terrace/Fort Totten,25
2015-06-20,Bayside,98
2015-06-20,Bedford,1019
2015-06-20,Bedford Park,66
2015-06-20,Bellerose,35
2015-06-20,Belmont,72
2015-06-20,Bensonhurst East,68
2015-06-20,Bensonhurst West,128
2015-06-20,Bloomfield/Emerson Hill,13
2015-06-20,Bloomingdale,210
2015-06-20,Boerum Hill,609
2015-06-20,Borough Park,103
2015-06-20,Breezy Point/Fort Tilden/Riis Beach,4
2015-06-20,Briarwood/Jamaica Hills,107
2015-06-20,Brighton Beach,57
2015-06-20,Bronx Park,32
2015-06-20,Bronxdale,32
2015-06-20,Brooklyn Heights,634
2015-06-20,Brooklyn Navy Yard,66
2015-06-20,Brownsville,86
2015-06-20,Bushwick North,820
2015-06-20,Bushwick South,1146
2015-06-20,Cambria Heights,29
2015-06-20,Canarsie,176
2015-06-20,Carroll Gardens,398
2015-06-20,Central Harlem,559
2015-06-20,Central Harlem North,550
2015-06-20,Central Park,323
2015-06-20,Chinatown,377
2015-06-20,City Island,5
2015-06-20,Claremont/Bathgate,39
2015-06-20,Clinton East,1981
2015-06-20,Clinton Hill,948
2015-06-20,Clinton West,1272
2015-06-20,Co-Op City,51
2015-06-20,Cobble Hill,239
2015-06-20,College Point,30
2015-06-20,Columbia Street,83
2015-06-20,Coney Island,135
2015-06-20,Corona,7
2015-06-20,Corona,83
2015-06-20,Country Club,7
2015-06-20,Crotona Park,2
2015-06-20,Crotona Park East,22
2015-06-20,Crown Heights North,1457
2015-06-20,Crown Heights South,271
2015-06-20,Cypress Hills,67
2015-06-20,Douglaston,26
2015-06-20,Downtown Brooklyn/MetroTech,469
2015-06-20,DUMBO/Vinegar Hill,335
2015-06-20,Dyker Heights,93
2015-06-20,East Chelsea,2135
2015-06-20,East Concourse/Concourse Village,67
2015-06-20,East Elmhurst,94
2015-06-20,East Flatbush/Farragut,108
2015-06-20,East Flatbush/Remsen Village,138
2015-06-20,East Flushing,29
2015-06-20,East Harlem North,423
2015-06-20,East Harlem South,365
2015-06-20,East New York,169
2015-06-20,East New York/Pennsylvania Avenue,44
2015-06-20,East Tremont,47
2015-06-20,East Village,3616
2015-06-20,East Williamsburg,1183
2015-06-20,Eastchester,31
2015-06-20,Elmhurst,210
2015-06-20,Elmhurst/Maspeth,107
2015-06-20,Erasmus,111
2015-06-20,Far Rockaway,3
2015-06-20,Financial District North,1159
2015-06-20,Financial District South,350
2015-06-20,Flatbush/Ditmas Park,458
2015-06-20,Flatiron,1520
2015-06-20,Flatlands,142
2015-06-20,Flushing,191
2015-06-20,Flushing Meadows-Corona Park,89
2015-06-20,Fordham South,27
2015-06-20,Forest Hills,388
2015-06-20,Forest Park/Highland Park,14
2015-06-20,Fort Greene,662
2015-06-20,Fresh Meadows,31
2015-06-20,Garment District,671
2015-06-20,Glen Oaks,13
2015-06-20,Glendale,88
2015-06-20,Gowanus,396
2015-06-20,Gramercy,1895
2015-06-20,Gravesend,32
2015-06-20,Great Kills,2
2015-06-20,Green-Wood Cemetery,5
2015-06-20,Greenpoint,1279
2015-06-20,Greenwich Village North,1564
2015-06-20,Greenwich Village South,1576
2015-06-20,Grymes Hill/Clifton,4
2015-06-20,Hamilton Heights,327
2015-06-20,Hammels/Arverne,11
2015-06-20,Heartland Village/Todt Hill,4
2015-06-20,Highbridge,60
2015-06-20,Highbridge Park,4
2015-06-20,Hillcrest/Pomonok,71
2015-06-20,Hollis,20
2015-06-20,Homecrest,58
2015-06-20,Howard Beach,55
2015-06-20,Hudson Sq,499
2015-06-20,Hunts Point,21
2015-06-20,Inwood,158
2015-06-20,Inwood Hill Park,5
2015-06-20,Jackson Heights,349
2015-06-20,Jamaica,140
2015-06-20,Jamaica Estates,50
2015-06-20,JFK Airport,1173
2015-06-20,Kensington,97
2015-06-20,Kew Gardens,109
2015-06-20,Kew Gardens Hills,72
2015-06-20,Kingsbridge Heights,32
2015-06-20,Kips Bay,1096
2015-06-20,LaGuardia Airport,833
2015-06-20,Laurelton,31
2015-06-20,Lenox Hill East,765
2015-06-20,Lenox Hill West,1270
2015-06-20,Lincoln Square East,1205
2015-06-20,Lincoln Square West,705
2015-06-20,Little Italy/NoLiTa,1672
2015-06-20,Long Island City/Hunters Point,788
2015-06-20,Long Island City/Queens Plaza,156
2015-06-20,Longwood,25
2015-06-20,Lower East Side,2410
2015-06-20,Madison,55
2015-06-20,Manhattan Beach,44
2015-06-20,Manhattan Valley,361
2015-06-20,Manhattanville,131
2015-06-20,Marble Hill,24
2015-06-20,Marine Park/Floyd Bennett Field,10
2015-06-20,Marine Park/Mill Basin,80
2015-06-20,Mariners Harbor,3
2015-06-20,Maspeth,125
2015-06-20,Meatpacking/West Village West,2179
2015-06-20,Melrose South,49
2015-06-20,Middle Village,104
2015-06-20,Midtown Center,1431
2015-06-20,Midtown East,1068
2015-06-20,Midtown North,1389
2015-06-20,Midtown South,1510
2015-06-20,Midwood,61
2015-06-20,Morningside Heights,383
2015-06-20,Morrisania/Melrose,42
2015-06-20,Mott Haven/Port Morris,102
2015-06-20,Mount Hope,73
2015-06-20,Murray Hill,1891
2015-06-20,Murray Hill-Queens,68
2015-06-20,North Corona,54
2015-06-20,Norwood,66
2015-06-20,Oakland Gardens,39
2015-06-20,Oakwood,2
2015-06-20,Ocean Hill,144
2015-06-20,Ocean Parkway South,21
2015-06-20,Old Astoria,257
2015-06-20,Ozone Park,58
2015-06-20,Park Slope,1544
2015-06-20,Parkchester,42
2015-06-20,Pelham Bay,24
2015-06-20,Pelham Bay Park,12
2015-06-20,Pelham Parkway,72
2015-06-20,Penn Station/Madison Sq West,1206
2015-06-20,Port Richmond,6
2015-06-20,Prospect Heights,564
2015-06-20,Prospect Park,108
2015-06-20,Prospect-Lefferts Gardens,442
2015-06-20,Queens Village,63
2015-06-20,Queensboro Hill,50
2015-06-20,Queensbridge/Ravenswood,39
2015-06-20,Randalls Island,38
2015-06-20,Red Hook,265
2015-06-20,Rego Park,127
2015-06-20,Richmond Hill,98
2015-06-20,Ridgewood,309
2015-06-20,Riverdale/North Riverdale/Fieldston,80
2015-06-20,Rockaway Park,6
2015-06-20,Roosevelt Island,32
2015-06-20,Rosedale,28
2015-06-20,Rossville/Woodrow,1
2015-06-20,Saint Albans,58
2015-06-20,Saint George/New Brighton,8
2015-06-20,Saint Michaels Cemetery/Woodside,4
2015-06-20,Schuylerville/Edgewater Park,51
2015-06-20,Seaport,346
2015-06-20,Sheepshead Bay,53
2015-06-20,SoHo,1327
2015-06-20,Soundview/Bruckner,29
2015-06-20,Soundview/Castle Hill,45
2015-06-20,South Beach/Dongan Hills,9
2015-06-20,South Jamaica,37
2015-06-20,South Ozone Park,87
2015-06-20,South Williamsburg,60
2015-06-20,Springfield Gardens North,38
2015-06-20,Springfield Gardens South,27
2015-06-20,Spuyten Duyvil/Kingsbridge,135
2015-06-20,Stapleton,3
2015-06-20,Starrett City,26
2015-06-20,Steinway,487
2015-06-20,Stuy Town/Peter Cooper Village,579
2015-06-20,Stuyvesant Heights,789
2015-06-20,Sunnyside,494
2015-06-20,Sunset Park East,134
2015-06-20,Sunset Park West,381
2015-06-20,Sutton Place/Turtle Bay North,1056
2015-06-20,Times Sq/Theatre District,1561
2015-06-20,TriBeCa/Civic Center,2539
2015-06-20,Two Bridges/Seward Park,682
2015-06-20,UN/Turtle Bay South,936
2015-06-20,Union Sq,2203
2015-06-20,University Heights/Morris Heights,58
2015-06-20,Unknown,62
2015-06-20,Upper East Side North,1065
2015-06-20,Upper East Side South,1181
2015-06-20,Upper West Side North,807
2015-06-20,Upper West Side South,1131
2015-06-20,Van Cortlandt Park,21
2015-06-20,Van Cortlandt Village,75
2015-06-20,Van Nest/Morris Park,50
2015-06-20,Washington Heights North,292
2015-06-20,Washington Heights South,384
2015-06-20,West Brighton,8
2015-06-20,West Chelsea/Hudson Yards,1659
2015-06-20,West Concourse,188
2015-06-20,West Farms/Bronx River,34
2015-06-20,West Village,2540
2015-06-20,Westchester Village/Unionport,43
2015-06-20,Westerleigh,6
2015-06-20,Whitestone,52
2015-06-20,Willets Point,3
2015-06-20,Williamsbridge/Olinville,61
2015-06-20,Williamsburg (North Side),2096
2015-06-20,Williamsburg (South Side),1424
2015-06-20,Windsor Terrace,280
2015-06-20,Woodhaven,96
2015-06-20,Woodlawn/Wakefield,41
2015-06-20,Woodside,216
2015-06-20,World Trade Center,579
2015-06-20,Yorkville East,629
2015-06-20,Yorkville West,958
2015-06-21,Allerton/Pelham Gardens,36
2015-06-21,Alphabet City,611
2015-06-21,Arden Heights,1
2015-06-21,Arrochar/Fort Wadsworth,10
2015-06-21,Astoria,770
2015-06-21,Astoria Park,4
2015-06-21,Auburndale,39
2015-06-21,Baisley Park,51
2015-06-21,Bath Beach,32
2015-06-21,Battery Park,17
2015-06-21,Battery Park City,766
2015-06-21,Bay Ridge,266
2015-06-21,Bay Terrace/Fort Totten,25
2015-06-21,Bayside,74
2015-06-21,Bedford,911
2015-06-21,Bedford Park,54
2015-06-21,Bellerose,23
2015-06-21,Belmont,63
2015-06-21,Bensonhurst East,75
2015-06-21,Bensonhurst West,103
2015-06-21,Bloomfield/Emerson Hill,9
2015-06-21,Bloomingdale,177
2015-06-21,Boerum Hill,541
2015-06-21,Borough Park,145
2015-06-21,Breezy Point/Fort Tilden/Riis Beach,2
2015-06-21,Briarwood/Jamaica Hills,86
2015-06-21,Brighton Beach,49
2015-06-21,Broad Channel,1
2015-06-21,Bronx Park,15
2015-06-21,Bronxdale,36
2015-06-21,Brooklyn Heights,624
2015-06-21,Brooklyn Navy Yard,34
2015-06-21,Brownsville,77
2015-06-21,Bushwick North,1002
2015-06-21,Bushwick South,1212
2015-06-21,Cambria Heights,37
2015-06-21,Canarsie,168
2015-06-21,Carroll Gardens,361
2015-06-21,Central Harlem,477
2015-06-21,Central Harlem North,477
2015-06-21,Central Park,297
2015-06-21,Charleston/Tottenville,1
2015-06-21,Chinatown,351
2015-06-21,City Island,5
2015-06-21,Claremont/Bathgate,25
2015-06-21,Clinton East,1675
2015-06-21,Clinton Hill,776
2015-06-21,Clinton West,1040
2015-06-21,Co-Op City,35
2015-06-21,Cobble Hill,182
2015-06-21,College Point,27
2015-06-21,Columbia Street,99
2015-06-21,Coney Island,59
2015-06-21,Corona,4
2015-06-21,Corona,77
2015-06-21,Country Club,1
2015-06-21,Crotona Park,1
2015-06-21,Crotona Park East,19
2015-06-21,Crown Heights North,1436
2015-06-21,Crown Heights South,362
2015-06-21,Cypress Hills,55
2015-06-21,Douglaston,22
2015-06-21,Downtown Brooklyn/MetroTech,411
2015-06-21,DUMBO/Vinegar Hill,310
2015-06-21,Dyker Heights,65
2015-06-21,East Chelsea,1867
2015-06-21,East Concourse/Concourse Village,73
2015-06-21,East Elmhurst,127
2015-06-21,East Flatbush/Farragut,122
2015-06-21,East Flatbush/Remsen Village,126
2015-06-21,East Flushing,20
2015-06-21,East Harlem North,447
2015-06-21,East Harlem South,330
2015-06-21,East New York,164
2015-06-21,East New York/Pennsylvania Avenue,45
2015-06-21,East Tremont,38
2015-06-21,East Village,2838
2015-06-21,East Williamsburg,1135
2015-06-21,Eastchester,22
2015-06-21,Elmhurst,242
2015-06-21,Elmhurst/Maspeth,85
2015-06-21,Eltingville/Annadale/Prince's Bay,1
2015-06-21,Erasmus,88
2015-06-21,Far Rockaway,5
2015-06-21,Financial District North,775
2015-06-21,Financial District South,233
2015-06-21,Flatbush/Ditmas Park,377
2015-06-21,Flatiron,1176
2015-06-21,Flatlands,162
2015-06-21,Flushing,148
2015-06-21,Flushing Meadows-Corona Park,59
2015-06-21,Fordham South,22
2015-06-21,Forest Hills,435
2015-06-21,Forest Park/Highland Park,8
2015-06-21,Fort Greene,613
2015-06-21,Fresh Meadows,26
2015-06-21,Garment District,643
2015-06-21,Glen Oaks,11
2015-06-21,Glendale,69
2015-06-21,Gowanus,351
2015-06-21,Gramercy,1375
2015-06-21,Gravesend,22
2015-06-21,Great Kills,3
2015-06-21,Greenpoint,1343
2015-06-21,Greenwich Village North,1150
2015-06-21,Greenwich Village South,1226
2015-06-21,Grymes Hill/Clifton,3
2015-06-21,Hamilton Heights,282
2015-06-21,Hammels/Arverne,9
2015-06-21,Heartland Village/Todt Hill,6
2015-06-21,Highbridge,52
2015-06-21,Highbridge Park,7
2015-06-21,Hillcrest/Pomonok,47
2015-06-21,Hollis,13
2015-06-21,Homecrest,74
2015-06-21,Howard Beach,43
2015-06-21,Hudson Sq,434
2015-06-21,Hunts Point,27
2015-06-21,Inwood,135
2015-06-21,Inwood Hill Park,3
2015-06-21,Jackson Heights,387
2015-06-21,Jamaica,147
2015-06-21,Jamaica Estates,43
2015-06-21,JFK Airport,2333
2015-06-21,Kensington,101
2015-06-21,Kew Gardens,119
2015-06-21,Kew Gardens Hills,81
2015-06-21,Kingsbridge Heights,28
2015-06-21,Kips Bay,775
2015-06-21,LaGuardia Airport,2092
2015-06-21,Laurelton,30
2015-06-21,Lenox Hill East,573
2015-06-21,Lenox Hill West,943
2015-06-21,Lincoln Square East,1131
2015-06-21,Lincoln Square West,593
2015-06-21,Little Italy/NoLiTa,1395
2015-06-21,Long Island City/Hunters Point,677
2015-06-21,Long Island City/Queens Plaza,192
2015-06-21,Longwood,17
2015-06-21,Lower East Side,1997
2015-06-21,Madison,54
2015-06-21,Manhattan Beach,52
2015-06-21,Manhattan Valley,342
2015-06-21,Manhattanville,127
2015-06-21,Marble Hill,23
2015-06-21,Marine Park/Floyd Bennett Field,10
2015-06-21,Marine Park/Mill Basin,79
2015-06-21,Mariners Harbor,7
2015-06-21,Maspeth,130
2015-06-21,Meatpacking/West Village West,1904
2015-06-21,Melrose South,35
2015-06-21,Middle Village,86
2015-06-21,Midtown Center,1223
2015-06-21,Midtown East,943
2015-06-21,Midtown North,1199
2015-06-21,Midtown South,1374
2015-06-21,Midwood,111
2015-06-21,Morningside Heights,306
2015-06-21,Morrisania/Melrose,41
2015-06-21,Mott Haven/Port Morris,98
2015-06-21,Mount Hope,45
2015-06-21,Murray Hill,1337
2015-06-21,Murray Hill-Queens,38
2015-06-21,New Dorp/Midland Beach,2
2015-06-21,North Corona,42
2015-06-21,Norwood,46
2015-06-21,Oakland Gardens,23
2015-06-21,Oakwood,1
2015-06-21,Ocean Hill,147
2015-06-21,Ocean Parkway South,30
2015-06-21,Old Astoria,217
2015-06-21,Ozone Park,49
2015-06-21,Park Slope,1202
2015-06-21,Parkchester,33
2015-06-21,Pelham Bay,20
2015-06-21,Pelham Bay Park,6
2015-06-21,Pelham Parkway,43
2015-06-21,Penn Station/Madison Sq West,1631
2015-06-21,Port Richmond,3
2015-06-21,Prospect Heights,474
2015-06-21,Prospect Park,84
2015-06-21,Prospect-Lefferts Gardens,412
2015-06-21,Queens Village,42
2015-06-21,Queensboro Hill,55
2015-06-21,Queensbridge/Ravenswood,39
2015-06-21,Randalls Island,5
2015-06-21,Red Hook,218
2015-06-21,Rego Park,94
2015-06-21,Richmond Hill,100
2015-06-21,Ridgewood,278
2015-06-21,Riverdale/North Riverdale/Fieldston,70
2015-06-21,Rockaway Park,6
2015-06-21,Roosevelt Island,31
2015-06-21,Rosedale,36
2015-06-21,Saint Albans,47
2015-06-21,Saint George/New Brighton,3
2015-06-21,Saint Michaels Cemetery/Woodside,7
2015-06-21,Schuylerville/Edgewater Park,35
2015-06-21,Seaport,271
2015-06-21,Sheepshead Bay,67
2015-06-21,SoHo,1013
2015-06-21,Soundview/Bruckner,29
2015-06-21,Soundview/Castle Hill,46
2015-06-21,South Beach/Dongan Hills,7
2015-06-21,South Jamaica,42
2015-06-21,South Ozone Park,99
2015-06-21,South Williamsburg,70
2015-06-21,Springfield Gardens North,34
2015-06-21,Springfield Gardens South,29
2015-06-21,Spuyten Duyvil/Kingsbridge,113
2015-06-21,Stapleton,5
2015-06-21,Starrett City,25
2015-06-21,Steinway,421
2015-06-21,Stuy Town/Peter Cooper Village,427
2015-06-21,Stuyvesant Heights,714
2015-06-21,Sunnyside,433
2015-06-21,Sunset Park East,112
2015-06-21,Sunset Park West,318
2015-06-21,Sutton Place/Turtle Bay North,790
2015-06-21,Times Sq/Theatre District,1399
2015-06-21,TriBeCa/Civic Center,1924
2015-06-21,Two Bridges/Seward Park,518
2015-06-21,UN/Turtle Bay South,728
2015-06-21,Union Sq,1656
2015-06-21,University Heights/Morris Heights,46
