Date,neighbourhood,count
2015-04-03,LaGuardia Airport,1019
2015-04-03,Laurelton,17
2015-04-03,Lenox Hill East,741
2015-04-03,Lenox Hill West,1127
2015-04-03,Lincoln Square East,992
2015-04-03,Lincoln Square West,634
2015-04-03,Little Italy/NoLiTa,1384
2015-04-03,Long Island City/Hunters Point,478
2015-04-03,Long Island City/Queens Plaza,81
2015-04-03,Longwood,15
2015-04-03,Lower East Side,1451
2015-04-03,Madison,52
2015-04-03,Manhattan Beach,16
2015-04-03,Manhattan Valley,351
2015-04-03,Manhattanville,97
2015-04-03,Marble Hill,24
2015-04-03,Marine Park/Floyd Bennett Field,2
2015-04-03,Marine Park/Mill Basin,55
2015-04-03,Mariners Harbor,2
2015-04-03,Maspeth,90
2015-04-03,Meatpacking/West Village West,1389
2015-04-03,Melrose South,27
2015-04-03,Middle Village,58
2015-04-03,Midtown Center,1968
2015-04-03,Midtown East,1233
2015-04-03,Midtown North,1320
2015-04-03,Midtown South,1411
2015-04-03,Midwood,105
2015-04-03,Morningside Heights,368
2015-04-03,Morrisania/Melrose,22
2015-04-03,Mott Haven/Port Morris,45
2015-04-03,Mount Hope,24
2015-04-03,Murray Hill,1577
2015-04-03,Murray Hill-Queens,39
2015-04-03,North Corona,25
2015-04-03,Norwood,44
2015-04-03,Oakland Gardens,19
2015-04-03,Oakwood,1
2015-04-03,Ocean Hill,77
2015-04-03,Ocean Parkway South,43
2015-04-03,Old Astoria,127
2015-04-03,Ozone Park,33
2015-04-03,Park Slope,924
2015-04-03,Parkchester,17
2015-04-03,Pelham Bay,13
2015-04-03,Pelham Bay Park,2
2015-04-03,Pelham Parkway,41
2015-04-03,Penn Station/Madison Sq West,1071
2015-04-03,Port Richmond,1
2015-04-03,Prospect Heights,321
2015-04-03,Prospect Park,27
2015-04-03,Prospect-Lefferts Gardens,197
2015-04-03,Queens Village,24
2015-04-03,Queensboro Hill,27
2015-04-03,Queensbridge/Ravenswood,31
2015-04-03,Randalls Island,8
2015-04-03,Red Hook,113
2015-04-03,Rego Park,64
2015-04-03,Richmond Hill,82
2015-04-03,Ridgewood,165
2015-04-03,Riverdale/North Riverdale/Fieldston,57
2015-04-03,Rockaway Park,1
2015-04-03,Roosevelt Island,19
2015-04-03,Rosedale,15
2015-04-03,Saint Albans,29
2015-04-03,Saint George/New Brighton,1
2015-04-03,Saint Michaels Cemetery/Woodside,2
2015-04-03,Schuylerville/Edgewater Park,20
2015-04-03,Seaport,309
2015-04-03,Sheepshead Bay,43
2015-04-03,SoHo,1236
2015-04-03,Soundview/Bruckner,20
2015-04-03,Soundview/Castle Hill,38
2015-04-03,South Beach/Dongan Hills,2
2015-04-03,South Jamaica,25
2015-04-03,South Ozone Park,65
2015-04-03,South Williamsburg,45
2015-04-03,Springfield Gardens North,12
2015-04-03,Springfield Gardens South,20
2015-04-03,Spuyten Duyvil/Kingsbridge,88
2015-04-03,Stapleton,5
2015-04-03,Starrett City,19
2015-04-03,Steinway,263
2015-04-03,Stuy Town/Peter Cooper Village,502
2015-04-03,Stuyvesant Heights,304
2015-04-03,Sunnyside,297
2015-04-03,Sunset Park East,50
2015-04-03,Sunset Park West,167
2015-04-03,Sutton Place/Turtle Bay North,974
2015-04-03,Times Sq/Theatre District,1401
2015-04-03,TriBeCa/Civic Center,2092
2015-04-03,Two Bridges/Seward Park,401
2015-04-03,UN/Turtle Bay South,775
2015-04-03,Union Sq,2183
2015-04-03,University Heights/Morris Heights,37
2015-04-03,Unknown,26
2015-04-03,Upper East Side North,1290
2015-04-03,Upper East Side South,1486
2015-04-03,Upper West Side North,680
2015-04-03,Upper West Side South,1048
2015-04-03,Van Cortlandt Park,9
2015-04-03,Van Cortlandt Village,32
2015-04-03,Van Nest/Morris Park,34
2015-04-03,Washington Heights North,178
2015-04-03,Washington Heights South,296
2015-04-03,West Brighton,4
2015-04-03,West Chelsea/Hudson Yards,1488
2015-04-03,West Concourse,43
2015-04-03,West Farms/Bronx River,14
2015-04-03,West Village,1938
2015-04-03,Westchester Village/Unionport,23
2015-04-03,Westerleigh,5
2015-04-03,Whitestone,32
2015-04-03,Williamsbridge/Olinville,19
2015-04-03,Williamsburg (North Side),1218
2015-04-03,Williamsburg (South Side),769
2015-04-03,Windsor Terrace,139
2015-04-03,Woodhaven,58
2015-04-03,Woodlawn/Wakefield,12
2015-04-03,Woodside,130
2015-04-03,World Trade Center,359
2015-04-03,Yorkville East,645
2015-04-03,Yorkville West,798
2015-04-04,Allerton/Pelham Gardens,18
2015-04-04,Alphabet City,580
2015-04-04,Arrochar/Fort Wadsworth,7
2015-04-04,Astoria,650
2015-04-04,Astoria Park,4
2015-04-04,Auburndale,20
2015-04-04,Baisley Park,21
2015-04-04,Bath Beach,32
2015-04-04,Battery Park,16
2015-04-04,Battery Park City,570
2015-04-04,Bay Ridge,251
2015-04-04,Bay Terrace/Fort Totten,21
2015-04-04,Bayside,50
2015-04-04,Bedford,524
2015-04-04,Bedford Park,53
2015-04-04,Bellerose,23
2015-04-04,Belmont,61
2015-04-04,Bensonhurst East,49
2015-04-04,Bensonhurst West,93
2015-04-04,Bloomfield/Emerson Hill,7
2015-04-04,Bloomingdale,164
2015-04-04,Boerum Hill,447
2015-04-04,Borough Park,48
2015-04-04,Breezy Point/Fort Tilden/Riis Beach,1
2015-04-04,Briarwood/Jamaica Hills,72
2015-04-04,Brighton Beach,36
2015-04-04,Bronx Park,26
2015-04-04,Bronxdale,20
2015-04-04,Brooklyn Heights,483
2015-04-04,Brooklyn Navy Yard,32
2015-04-04,Brownsville,60
2015-04-04,Bushwick North,577
2015-04-04,Bushwick South,770
2015-04-04,Cambria Heights,6
2015-04-04,Canarsie,97
2015-04-04,Carroll Gardens,250
2015-04-04,Central Harlem,387
2015-04-04,Central Harlem North,403
2015-04-04,Central Park,259
2015-04-04,Chinatown,293
2015-04-04,City Island,1
2015-04-04,Claremont/Bathgate,26
2015-04-04,Clinton East,1380
2015-04-04,Clinton Hill,673
2015-04-04,Clinton West,777
2015-04-04,Co-Op City,29
2015-04-04,Cobble Hill,173
2015-04-04,College Point,26
2015-04-04,Columbia Street,91
2015-04-04,Coney Island,34
2015-04-04,Corona,3
2015-04-04,Corona,47
2015-04-04,Country Club,3
2015-04-04,Crotona Park,1
2015-04-04,Crotona Park East,12
2015-04-04,Crown Heights North,744
2015-04-04,Crown Heights South,132
2015-04-04,Cypress Hills,34
2015-04-04,Douglaston,13
2015-04-04,Downtown Brooklyn/MetroTech,337
2015-04-04,DUMBO/Vinegar Hill,243
2015-04-04,Dyker Heights,50
2015-04-04,East Chelsea,1404
2015-04-04,East Concourse/Concourse Village,37
2015-04-04,East Elmhurst,52
2015-04-04,East Flatbush/Farragut,55
2015-04-04,East Flatbush/Remsen Village,106
2015-04-04,East Flushing,15
2015-04-04,East Harlem North,265
2015-04-04,East Harlem South,296
2015-04-04,East New York,109
2015-04-04,East New York/Pennsylvania Avenue,30
2015-04-04,East Tremont,26
2015-04-04,East Village,2233
2015-04-04,East Williamsburg,806
2015-04-04,Eastchester,23
2015-04-04,Elmhurst,143
2015-04-04,Elmhurst/Maspeth,62
2015-04-04,Erasmus,54
2015-04-04,Far Rockaway,3
2015-04-04,Financial District North,708
2015-04-04,Financial District South,171
2015-04-04,Flatbush/Ditmas Park,292
2015-04-04,Flatiron,985
2015-04-04,Flatlands,81
2015-04-04,Flushing,142
2015-04-04,Flushing Meadows-Corona Park,10
2015-04-04,Fordham South,13
2015-04-04,Forest Hills,256
2015-04-04,Forest Park/Highland Park,6
2015-04-04,Fort Greene,514
2015-04-04,Fresh Meadows,26
2015-04-04,Garment District,447
2015-04-04,Glen Oaks,8
2015-04-04,Glendale,69
2015-04-04,Gowanus,248
2015-04-04,Gramercy,1171
2015-04-04,Gravesend,19
2015-04-04,Green-Wood Cemetery,2
2015-04-04,Greenpoint,955
2015-04-04,Greenwich Village North,1157
2015-04-04,Greenwich Village South,1107
2015-04-04,Grymes Hill/Clifton,1
2015-04-04,Hamilton Heights,204
2015-04-04,Hammels/Arverne,5
2015-04-04,Highbridge,30
2015-04-04,Highbridge Park,2
2015-04-04,Hillcrest/Pomonok,52
2015-04-04,Hollis,6
2015-04-04,Homecrest,43
2015-04-04,Howard Beach,25
2015-04-04,Hudson Sq,379
2015-04-04,Hunts Point,15
2015-04-04,Inwood,79
2015-04-04,Inwood Hill Park,12
2015-04-04,Jackson Heights,207
2015-04-04,Jamaica,85
2015-04-04,Jamaica Bay,1
2015-04-04,Jamaica Estates,39
2015-04-04,JFK Airport,646
2015-04-04,Kensington,70
2015-04-04,Kew Gardens,66
2015-04-04,Kew Gardens Hills,41
2015-04-04,Kingsbridge Heights,20
2015-04-04,Kips Bay,656
2015-04-04,LaGuardia Airport,460
2015-04-04,Laurelton,11
2015-04-04,Lenox Hill East,514
2015-04-04,Lenox Hill West,900
2015-04-04,Lincoln Square East,996
2015-04-04,Lincoln Square West,539
2015-04-04,Little Italy/NoLiTa,1348
2015-04-04,Long Island City/Hunters Point,448
2015-04-04,Long Island City/Queens Plaza,140
2015-04-04,Longwood,10
2015-04-04,Lower East Side,1740
2015-04-04,Madison,40
2015-04-04,Manhattan Beach,14
2015-04-04,Manhattan Valley,290
2015-04-04,Manhattanville,113
2015-04-04,Marble Hill,14
2015-04-04,Marine Park/Floyd Bennett Field,2
2015-04-04,Marine Park/Mill Basin,52
2015-04-04,Maspeth,82
2015-04-04,Meatpacking/West Village West,1334
2015-04-04,Melrose South,36
2015-04-04,Middle Village,76
2015-04-04,Midtown Center,969
2015-04-04,Midtown East,785
2015-04-04,Midtown North,1223
2015-04-04,Midtown South,1011
2015-04-04,Midwood,65
2015-04-04,Morningside Heights,304
2015-04-04,Morrisania/Melrose,25
2015-04-04,Mott Haven/Port Morris,59
2015-04-04,Mount Hope,40
2015-04-04,Murray Hill,1012
2015-04-04,Murray Hill-Queens,40
2015-04-04,North Corona,33
2015-04-04,Norwood,32
2015-04-04,Oakland Gardens,26
2015-04-04,Ocean Hill,94
2015-04-04,Ocean Parkway South,19
2015-04-04,Old Astoria,192
2015-04-04,Ozone Park,43
2015-04-04,Park Slope,955
2015-04-04,Parkchester,36
2015-04-04,Pelham Bay,17
2015-04-04,Pelham Bay Park,1
2015-04-04,Pelham Parkway,45
2015-04-04,Penn Station/Madison Sq West,727
2015-04-04,Port Richmond,1
2015-04-04,Prospect Heights,415
2015-04-04,Prospect Park,96
2015-04-04,Prospect-Lefferts Gardens,229
2015-04-04,Queens Village,28
2015-04-04,Queensboro Hill,20
2015-04-04,Queensbridge/Ravenswood,19
2015-04-04,Randalls Island,12
2015-04-04,Red Hook,154
2015-04-04,Rego Park,87
2015-04-04,Richmond Hill,78
2015-04-04,Ridgewood,160
2015-04-04,Riverdale/North Riverdale/Fieldston,40
2015-04-04,Rockaway Park,1
2015-04-04,Roosevelt Island,20
2015-04-04,Rosedale,18
2015-04-04,Saint Albans,18
2015-04-04,Saint George/New Brighton,3
2015-04-04,Saint Michaels Cemetery/Woodside,3
2015-04-04,Schuylerville/Edgewater Park,30
2015-04-04,Seaport,284
2015-04-04,Sheepshead Bay,43
2015-04-04,SoHo,1135
2015-04-04,Soundview/Bruckner,22
2015-04-04,Soundview/Castle Hill,26
2015-04-04,South Beach/Dongan Hills,2
2015-04-04,South Jamaica,17
2015-04-04,South Ozone Park,89
2015-04-04,South Williamsburg,26
2015-04-04,Springfield Gardens North,17
2015-04-04,Springfield Gardens South,30
2015-04-04,Spuyten Duyvil/Kingsbridge,76
2015-04-04,Stapleton,2
2015-04-04,Starrett City,17
2015-04-04,Steinway,300
2015-04-04,Stuy Town/Peter Cooper Village,379
2015-04-04,Stuyvesant Heights,443
2015-04-04,Sunnyside,319
2015-04-04,Sunset Park East,66
2015-04-04,Sunset Park West,169
2015-04-04,Sutton Place/Turtle Bay North,756
2015-04-04,Times Sq/Theatre District,1227
2015-04-04,TriBeCa/Civic Center,1867
2015-04-04,Two Bridges/Seward Park,428
2015-04-04,UN/Turtle Bay South,527
2015-04-04,Union Sq,1500
2015-04-04,University Heights/Morris Heights,32
2015-04-04,Unknown,22
2015-04-04,Upper East Side North,1017
2015-04-04,Upper East Side South,1336
2015-04-04,Upper West Side North,543
2015-04-04,Upper West Side South,887
2015-04-04,Van Cortlandt Park,7
2015-04-04,Van Cortlandt Village,50
2015-04-04,Van Nest/Morris Park,42
2015-04-04,Washington Heights North,196
2015-04-04,Washington Heights South,245
2015-04-04,West Brighton,5
2015-04-04,West Chelsea/Hudson Yards,1229
2015-04-04,West Concourse,71
2015-04-04,West Farms/Bronx River,23
2015-04-04,West Village,1775
2015-04-04,Westchester Village/Unionport,20
2015-04-04,Westerleigh,4
2015-04-04,Whitestone,40
2015-04-04,Williamsbridge/Olinville,36
2015-04-04,Williamsburg (North Side),1529
2015-04-04,Williamsburg (South Side),1008
2015-04-04,Windsor Terrace,166
2015-04-04,Woodhaven,59
2015-04-04,Woodlawn/Wakefield,29
2015-04-04,Woodside,116
2015-04-04,World Trade Center,348
2015-04-04,Yorkville East,495
2015-04-04,Yorkville West,648
2015-04-05,Allerton/Pelham Gardens,18
2015-04-05,Alphabet City,455
2015-04-05,Arrochar/Fort Wadsworth,6
2015-04-05,Astoria,578
2015-04-05,Astoria Park,1
2015-04-05,Auburndale,25
2015-04-05,Baisley Park,20
2015-04-05,Bath Beach,22
2015-04-05,Battery Park,8
2015-04-05,Battery Park City,429
2015-04-05,Bay Ridge,212
2015-04-05,Bay Terrace/Fort Totten,13
2015-04-05,Bayside,45
2015-04-05,Bedford,484
2015-04-05,Bedford Park,37
2015-04-05,Bellerose,19
2015-04-05,Belmont,30
2015-04-05,Bensonhurst East,34
2015-04-05,Bensonhurst West,81
2015-04-05,Bloomfield/Emerson Hill,3
2015-04-05,Bloomingdale,101
2015-04-05,Boerum Hill,348
2015-04-05,Borough Park,41
2015-04-05,Breezy Point/Fort Tilden/Riis Beach,1
2015-04-05,Briarwood/Jamaica Hills,77
2015-04-05,Brighton Beach,31
2015-04-05,Bronx Park,17
2015-04-05,Bronxdale,22
2015-04-05,Brooklyn Heights,455
2015-04-05,Brooklyn Navy Yard,24
2015-04-05,Brownsville,64
2015-04-05,Bushwick North,614
2015-04-05,Bushwick South,700
2015-04-05,Cambria Heights,11
2015-04-05,Canarsie,105
2015-04-05,Carroll Gardens,239
2015-04-05,Central Harlem,353
2015-04-05,Central Harlem North,413
2015-04-05,Central Park,186
2015-04-05,Chinatown,207
2015-04-05,City Island,1
2015-04-05,Claremont/Bathgate,23
2015-04-05,Clinton East,1123
2015-04-05,Clinton Hill,578
2015-04-05,Clinton West,624
2015-04-05,Co-Op City,22
2015-04-05,Cobble Hill,130
2015-04-05,College Point,32
2015-04-05,Columbia Street,60
2015-04-05,Coney Island,31
2015-04-05,Corona,5
2015-04-05,Corona,51
2015-04-05,Country Club,4
2015-04-05,Crotona Park,3
2015-04-05,Crotona Park East,24
2015-04-05,Crown Heights North,673
2015-04-05,Crown Heights South,125
2015-04-05,Cypress Hills,35
2015-04-05,Douglaston,15
2015-04-05,Downtown Brooklyn/MetroTech,300
2015-04-05,DUMBO/Vinegar Hill,242
2015-04-05,Dyker Heights,47
2015-04-05,East Chelsea,1154
2015-04-05,East Concourse/Concourse Village,44
2015-04-05,East Elmhurst,84
2015-04-05,East Flatbush/Farragut,124
2015-04-05,East Flatbush/Remsen Village,88
2015-04-05,East Flushing,21
2015-04-05,East Harlem North,338
2015-04-05,East Harlem South,256
2015-04-05,East New York,121
2015-04-05,East New York/Pennsylvania Avenue,34
2015-04-05,East Tremont,22
2015-04-05,East Village,1782
2015-04-05,East Williamsburg,781
2015-04-05,Eastchester,20
2015-04-05,Elmhurst,118
2015-04-05,Elmhurst/Maspeth,48
2015-04-05,Erasmus,65
2015-04-05,Far Rockaway,1
2015-04-05,Financial District North,494
2015-04-05,Financial District South,134
2015-04-05,Flatbush/Ditmas Park,289
2015-04-05,Flatiron,756
2015-04-05,Flatlands,112
2015-04-05,Flushing,100
2015-04-05,Flushing Meadows-Corona Park,9
2015-04-05,Fordham South,10
2015-04-05,Forest Hills,200
2015-04-05,Forest Park/Highland Park,7
2015-04-05,Fort Greene,363
2015-04-05,Fresh Meadows,30
2015-04-05,Garment District,356
2015-04-05,Glen Oaks,9
2015-04-05,Glendale,61
2015-04-05,Gowanus,172
2015-04-05,Gramercy,877
2015-04-05,Gravesend,21
2015-04-05,Greenpoint,807
2015-04-05,Greenwich Village North,843
2015-04-05,Greenwich Village South,760
2015-04-05,Grymes Hill/Clifton,3
2015-04-05,Hamilton Heights,203
2015-04-05,Hammels/Arverne,4
2015-04-05,Heartland Village/Todt Hill,5
2015-04-05,Highbridge,27
2015-04-05,Highbridge Park,1
2015-04-05,Hillcrest/Pomonok,65
2015-04-05,Hollis,10
2015-04-05,Homecrest,47
2015-04-05,Howard Beach,26
2015-04-05,Hudson Sq,274
2015-04-05,Hunts Point,11
2015-04-05,Inwood,84
2015-04-05,Inwood Hill Park,6
2015-04-05,Jackson Heights,264
2015-04-05,Jamaica,93
2015-04-05,Jamaica Estates,35
2015-04-05,JFK Airport,1705
2015-04-05,Kensington,73
2015-04-05,Kew Gardens,75
2015-04-05,Kew Gardens Hills,37
2015-04-05,Kingsbridge Heights,27
2015-04-05,Kips Bay,486
2015-04-05,LaGuardia Airport,1433
2015-04-05,Laurelton,11
2015-04-05,Lenox Hill East,399
2015-04-05,Lenox Hill West,664
2015-04-05,Lincoln Square East,762
2015-04-05,Lincoln Square West,395
2015-04-05,Little Italy/NoLiTa,947
2015-04-05,Long Island City/Hunters Point,357
2015-04-05,Long Island City/Queens Plaza,118
2015-04-05,Longwood,11
2015-04-05,Lower East Side,1342
2015-04-05,Madison,26
2015-04-05,Manhattan Beach,23
2015-04-05,Manhattan Valley,202
2015-04-05,Manhattanville,98
2015-04-05,Marble Hill,7
2015-04-05,Marine Park/Floyd Bennett Field,5
2015-04-05,Marine Park/Mill Basin,48
2015-04-05,Mariners Harbor,2
2015-04-05,Maspeth,77
2015-04-05,Meatpacking/West Village West,1036
2015-04-05,Melrose South,24
2015-04-05,Middle Village,75
2015-04-05,Midtown Center,782
2015-04-05,Midtown East,671
2015-04-05,Midtown North,881
2015-04-05,Midtown South,828
2015-04-05,Midwood,55
2015-04-05,Morningside Heights,271
2015-04-05,Morrisania/Melrose,28
2015-04-05,Mott Haven/Port Morris,62
2015-04-05,Mount Hope,34
2015-04-05,Murray Hill,785
2015-04-05,Murray Hill-Queens,53
2015-04-05,New Dorp/Midland Beach,3
2015-04-05,North Corona,23
2015-04-05,Norwood,25
2015-04-05,Oakland Gardens,7
2015-04-05,Oakwood,1
2015-04-05,Ocean Hill,90
2015-04-05,Ocean Parkway South,24
2015-04-05,Old Astoria,165
2015-04-05,Ozone Park,27
2015-04-05,Park Slope,791
2015-04-05,Parkchester,33
2015-04-05,Pelham Bay,14
2015-04-05,Pelham Bay Park,3
2015-04-05,Pelham Parkway,33
2015-04-05,Penn Station/Madison Sq West,1150
2015-04-05,Port Richmond,1
2015-04-05,Prospect Heights,328
2015-04-05,Prospect Park,47
2015-04-05,Prospect-Lefferts Gardens,235
2015-04-05,Queens Village,36
2015-04-05,Queensboro Hill,29
2015-04-05,Queensbridge/Ravenswood,14
2015-04-05,Randalls Island,4
2015-04-05,Red Hook,100
2015-04-05,Rego Park,56
2015-04-05,Richmond Hill,73
2015-04-05,Ridgewood,160
2015-04-05,Riverdale/North Riverdale/Fieldston,28
2015-04-05,Rockaway Park,2
2015-04-05,Roosevelt Island,15
2015-04-05,Rosedale,13
2015-04-05,Saint Albans,23
2015-04-05,Saint George/New Brighton,1
2015-04-05,Saint Michaels Cemetery/Woodside,1
2015-04-05,Schuylerville/Edgewater Park,18
2015-04-05,Seaport,188
2015-04-05,Sheepshead Bay,37
2015-04-05,SoHo,735
2015-04-05,Soundview/Bruckner,23
2015-04-05,Soundview/Castle Hill,36
2015-04-05,South Beach/Dongan Hills,6
2015-04-05,South Jamaica,33
2015-04-05,South Ozone Park,48
2015-04-05,South Williamsburg,33
2015-04-05,Springfield Gardens North,10
2015-04-05,Springfield Gardens South,19
2015-04-05,Spuyten Duyvil/Kingsbridge,81
2015-04-05,Stapleton,1
2015-04-05,Starrett City,19
2015-04-05,Steinway,288
2015-04-05,Stuy Town/Peter Cooper Village,336
2015-04-05,Stuyvesant Heights,364
2015-04-05,Sunnyside,260
2015-04-05,Sunset Park East,79
2015-04-05,Sunset Park West,141
2015-04-05,Sutton Place/Turtle Bay North,596
2015-04-05,Times Sq/Theatre District,1002
2015-04-05,TriBeCa/Civic Center,1304
2015-04-05,Two Bridges/Seward Park,320
2015-04-05,UN/Turtle Bay South,406
2015-04-05,Union Sq,1042
2015-04-05,University Heights/Morris Heights,39
2015-04-05,Unknown,25
2015-04-05,Upper East Side North,732
2015-04-05,Upper East Side South,889
2015-04-05,Upper West Side North,444
2015-04-05,Upper West Side South,662
2015-04-05,Van Cortlandt Park,6
2015-04-05,Van Cortlandt Village,43
2015-04-05,Van Nest/Morris Park,32
2015-04-05,Washington Heights North,159
2015-04-05,Washington Heights South,256
2015-04-05,West Brighton,1
2015-04-05,West Chelsea/Hudson Yards,863
2015-04-05,West Concourse,58
2015-04-05,West Farms/Bronx River,32
2015-04-05,West Village,1313
2015-04-05,Westchester Village/Unionport,25
2015-04-05,Westerleigh,2
2015-04-05,Whitestone,35
2015-04-05,Williamsbridge/Olinville,25
2015-04-05,Williamsburg (North Side),1182
2015-04-05,Williamsburg (South Side),828
2015-04-05,Windsor Terrace,131
2015-04-05,Woodhaven,72
2015-04-05,Woodlawn/Wakefield,25
2015-04-05,Woodside,134
2015-04-05,World Trade Center,262
2015-04-05,Yorkville East,364
2015-04-05,Yorkville West,477
2015-04-06,Allerton/Pelham Gardens,17
2015-04-06,Alphabet City,350
